1.50297e-11	63.0
1.8561900000000002e-07	66.0
3.1014199999999998e-06	69.0
1.6060000000000002e-05	72.0
5.01851e-05	75.0
0.000118694	78.0
0.000236459	81.0
0.000417028	84.0
0.0006717100000000001	87.0
0.00102141	90.0
0.00148714	93.0
0.0020923499999999998	96.0
0.00289077	99.0
0.004020468754000001	102.0
0.00593138	105.0
0.0147449	108.0
0.0382686	111.0
0.0475283	114.0
0.0519041	117.0
0.05411560000000001	120.0
0.05493990000000001	123.0
0.0551909	126.0
0.055032700000000004	129.0
0.0546747	132.0
0.0542691	135.0
0.05381319999999999	138.0
0.0533721	141.0
0.052883	144.0
0.0525503	147.0
0.052386	150.0
0.052443100000000006	153.0
0.0523125	156.0
0.0526177	159.0
0.0526585	162.0
0.0530853	165.0
0.0535008	168.0
0.0539816	171.0
0.0544581	174.0
0.0551559	177.0
0.05587979999999999	180.0
0.056681300000000004	183.0
0.0574365	186.0
0.0584127	189.0
0.059394999999999996	192.0
0.0604359	195.0
0.0617182	198.0
0.06274160000000001	201.0
0.0640068	204.0
0.0650647	207.0
0.06612172	210.0
0.06758045	213.0
0.06900529	216.0
0.07024906	219.0
0.07166501	222.0
0.07305637	225.0
0.07427126	228.0
0.07576888	231.0
0.07756852	234.0
0.07871565	237.0
0.08022132	240.0
0.08192813	243.0
0.08323011999999999	246.0
0.08480309	249.0
0.08639568	252.0
0.08803573	255.0
0.08936163999999999	258.0
0.09121526	261.0
0.09278665999999999	264.0
0.09416599	267.0
0.09562956	270.0
0.09743803	273.0
0.0989974	276.0
0.10068365	279.0
0.10227533999999999	282.0
0.1039161	285.0
0.10579596999999999	288.0
0.10722913	291.0
0.10870434999999999	294.0
0.11023653	297.0
0.1117654	300.0
0.11392879	303.0
0.11516117000000001	306.0
0.11678358	309.0
0.11832326	312.0
0.12034373000000001	315.0
0.12166746	318.0
0.12351613	321.0
0.12486949	324.0
0.12655506	327.0
0.12825386	330.0
0.12980006	333.0
0.13129554000000002	336.0
0.1328523	339.0
0.13450475	342.0
