3.5023e-08	108.09400000000005
3.5023e-08	108.09400000000005
3.5023e-08	108.09400000000007
3.5023e-08	108.09400000000008
3.5023e-08	108.09400000000008
3.5023e-08	108.0940000000001
3.5023e-08	108.09400000000011
3.5023e-08	108.0940000000001
4.875e-08	108.0940000000002
6.1603e-08	108.09400000000029
7.2202e-08	108.09400000000039
7.9769e-08	108.09400000000049
8.6678e-08	108.09400000000059
9.287e-08	108.09400000000069
1.0022e-07	108.09400000000079
1.058e-07	108.09400000000089
1.1247e-07	108.09400000000099
1.5773e-07	108.094000000002
2.234e-07	108.094000000004
2.7361e-07	108.094000000006
3.1565e-07	108.09400000000801
3.5296e-07	108.09400000001
3.8694e-07	108.094000000012
4.1775e-07	108.094000000014
4.4642e-07	108.09400000001601
4.7367e-07	108.094000000018
4.9927e-07	108.09400000002
3.5305e-06	108.094000001
4.9928e-06	108.094000002
6.1149e-06	108.094000003
7.0609e-06	108.09400000400001
7.8943e-06	108.094000005
8.6478e-06	108.094000006
9.3407e-06	108.094000007
9.9856e-06	108.09400000800001
1.0591e-05	108.094000009
1.1164e-05	108.09400001
3.5304e-05	108.0940001
4.9928e-05	108.0940002
6.1149e-05	108.0940003
7.0609e-05	108.0940004
7.8943e-05	108.0940005
8.6478e-05	108.0940006
9.3416e-05	108.0940007
9.9856e-05	108.0940008
0.00010591	108.0940009
0.00011164	108.094001
0.00035304	108.09401000000001
0.00049928	108.09402
0.00061149	108.09403
0.00070609	108.09404
0.00078943	108.09405000000001
0.00086478	108.09406
0.00093406	108.09407
0.00099856	108.09408
0.0010591	108.09409000000001
0.0011164	108.0941
0.0015788	108.0942
0.0019337	108.09429999999999
0.0022328	108.0944
0.0024963	108.0945
0.0027346	108.0946
0.0029537	108.09469999999999
0.0031576	108.09479999999999
0.0033491	108.0949
0.0035303	108.095
0.0049924	108.096
0.0061141	108.09700000000001
0.0070597	108.098
0.0078926	108.099
0.0086455	108.1
0.036182	108.2
0.050223	108.3
0.060947	108.4
0.069902	108.5
0.10221	109.0
0.12465	109.5
0.1421	110.0
0.15635	110.5
0.16829	111.0
0.21253	114.0
0.23236	117.0
0.24032	120.0
0.24158	123.0
0.23891	126.0
0.23382	129.0
0.22728	132.0
0.21986	135.0
0.2121	138.0
0.20417	141.0
0.19623	144.0
0.1885	147.0
0.18085	150.0
0.17359	153.0
0.16655	156.0
0.15978	159.0
0.15339	162.0
0.14731	165.0
0.14146	168.0
0.13601	171.0
0.1307	174.0
0.12577	177.0
0.12106	180.0
0.11656	183.0
0.11231	186.0
0.10822	189.0
0.10443	192.0
0.10075	195.0
0.097289	198.0
0.09399	201.0
0.090871	204.0
0.087834	207.0
0.084968	210.0
0.082304	213.0
0.079683	216.0
0.077242	219.0
0.074893	222.0
0.072598	225.0
0.07044	228.0
0.06839	231.0
0.066434	234.0
0.064521	237.0
0.062738	240.0
0.060988	243.0
0.05933	246.0
0.057774	249.0
0.056198	252.0
0.054709	255.0
0.053253	258.0
0.051926	261.0
0.050617	264.0
0.049358	267.0
0.048126	270.0
0.04698	273.0
0.04584	276.0
0.044758	279.0
0.043725	282.0
0.042704	285.0
0.041742	288.0
0.04081	291.0
0.039894	294.0
0.038995	297.0
0.038167	300.0
0.037319	303.0
0.036529	306.0
0.035762	309.0
0.034987	312.0
0.034275	315.0
0.033597	318.0
0.032934	321.0
0.032231	324.0
0.031613	327.0
0.030999	330.0
0.030371	333.0
0.029777	336.0
0.029241	339.0
0.028661	342.0
0.028158	345.0
0.027619	348.0
0.027138	351.0
0.026636	354.0
0.026165	357.0
0.025678	360.0
0.025218	363.0
0.024795	366.0
0.024361	369.0
0.023952	372.0
0.023533	375.0
0.023128	378.0
0.022756	381.0
0.022375	384.0
0.021999	387.0
0.021636	390.0
0.021293	393.0
0.020971	396.0
0.020612	399.0
0.020272	402.0
0.019977	405.0
0.019662	408.0
0.019362	411.0
0.019079	414.0
0.018796	417.0
0.018498	420.0
0.018224	423.0
0.01795	426.0
0.017696	429.0
0.017427	432.0
0.017179	435.0
0.016935	438.0
0.016689	441.0
0.016449	444.0
0.016221	447.0
0.015991	450.0
0.015991	450.0
0.017611	430.0
0.017179	435.0
0.016766	440.0
0.016363	445.0
0.015999	450.0
0.015634	455.0
0.015279	460.0
0.014927	465.0
0.014603	470.0
0.014279	475.0
0.013974	480.0
0.013675	485.0
0.013388	490.0
0.013114	495.0
0.012832	500.0
0.012568	505.0
0.012318	510.0
0.012069	515.0
0.01182	520.0
0.0116	525.0
0.011377	530.0
0.011152	535.0
0.010939	540.0
0.010731	545.0
0.010531	550.0
0.010336	555.0
0.010143	560.0
0.0099556	565.0
0.0097829	570.0
0.0096086	575.0
0.0094396	580.0
0.0092777	585.0
0.0091143	590.0
0.0089466	595.0
0.0087958	600.0
0.0086607	605.0
0.0085087	610.0
0.0083652	615.0
0.0082217	620.0
0.0080847	625.0
0.0079608	630.0
0.0078308	635.0
0.0077076	640.0
0.0075791	645.0
0.0074601	650.0
0.0073519	655.0
0.0072324	660.0
0.0071245	665.0
0.0070149	670.0
0.0069107	675.0
0.0067998	680.0
0.0067044	685.0
0.0066085	690.0
0.0065023	695.0
0.0064143	700.0
0.0063168	705.0
0.0062308	710.0
0.0061445	715.0
0.0060578	720.0
0.0059727	725.0
0.0058872	730.0
0.0058103	735.0
0.0057269	740.0
0.0056456	745.0
0.0055704	750.0
0.0054917	755.0
0.0054245	760.0
0.0053528	765.0
0.0052855	770.0
0.0052168	775.0
0.0051423	780.0
0.0050752	785.0
0.0050133	790.0
0.0049466	795.0
0.0048818	800.0
0.0048252	805.0
0.004757	810.0
0.0047047	815.0
0.0046446	820.0
0.0045916	825.0
0.0045347	830.0
0.0044786	835.0
0.004426	840.0
0.004372	845.0
0.0043187	850.0
0.0042683	855.0
0.0042154	860.0
0.0041656	865.0
0.0041191	870.0
0.0040713	875.0
0.0040238	880.0
0.0039814	885.0
0.003934	890.0
0.0038905	895.0
0.0038468	900.0
0.0038049	905.0
0.00376	910.0
0.0037185	915.0
0.0036774	920.0
0.0036381	925.0
0.0036029	930.0
0.0035581	935.0
0.0035217	940.0
0.003483	945.0
0.0034467	950.0
0.0034105	955.0
0.0033753	960.0
0.0033418	965.0
0.0033061	970.0
0.0032704	975.0
0.0032359	980.0
0.0032038	985.0
0.0031717	990.0
0.003141	995.0
0.0031065	1000.0
0.0030749	1005.0
0.0030444	1010.0
0.0030131	1015.0
0.0029867	1020.0
0.0029556	1025.0
0.0029286	1030.0
0.0029	1035.0
0.0028674	1040.0
0.0028425	1045.0
0.0028163	1050.0
0.0027885	1055.0
0.0027635	1060.0
0.002736	1065.0
0.0027108	1070.0
0.0026812	1075.0
0.0026602	1080.0
0.0026381	1085.0
0.0026127	1090.0
0.0025853	1095.0
0.0025625	1100.0
0.0025404	1105.0
0.0025192	1110.0
0.0024942	1115.0
0.0024711	1120.0
0.0024491	1125.0
0.0024294	1130.0
0.002408	1135.0
0.0023833	1140.0
0.0023653	1145.0
0.0023429	1150.0
0.0023232	1155.0
0.0023032	1160.0
0.0022818	1165.0
0.0022637	1170.0
0.0022438	1175.0
0.002224	1180.0
0.002207	1185.0
0.0021866	1190.0
0.0021702	1195.0
0.0021515	1200.0
0.0021338	1205.0
0.0021154	1210.0
